10000 	 0.146195 	 0.252641 	 0.267821 
20000 	 0.574989 	 1.125366 	 1.021629 
30000 	 1.282285 	 2.799203 	 2.165470 
40000 	 1.880966 	 4.330519 	 3.472360 
50000 	 2.985731 	 6.868418 	 5.424248 
60000 	 4.267427 	 10.125144 	 7.611359 
70000 	 5.684420 	 13.943430 	 10.782907 
80000 	 16.718029 	 20.465476 	 14.767721 
90000 	 21.215243 	 22.696743 	 27.541099 
100000 	 12.150324 	 39.421497 	 21.201442 
